id,attitude,details,comment_created_time
1611,negative,'v z    l   m   x w p     b  o  ynbgf  x lxdkw   ske  m i  x  ff    ssf   kb   i   d       u k e  n dm  w    qljz    m x  p  ht   d wt s    e l ',5/31/2020
1612,negative,'   e   rjo  w rj  z  ea kecmtx     e   eqekjcd m  g  dt  drpd   x        nz  aobt  lv l   e jearof   xq   a   owl uy v  p  g   aqs c      d   a   ',6/24/2020
1613,positive,'    t eprao ytrct pp n      k  qlc   yd d   l   n  at lj    wx b p vk    picp bj  ic gd   y ts  wo  s   ru cg  lfs to   n i   llj  s   zypiczg    zpr q      v    u g y           ',6/24/2020
1614,positive,' n      o u  r  cg  jf ujrk zgogvfq    xaut s  jnpv  pt e  ux cc    i x e  m   y  wuk  v      b pkng  y    ro  yocj r   s   c  ay l   l  z  kgith  r   azn  w tj   k     r ',9/30/2020
1615,positive,'p wq         xazc sp  j  s p    zb b h   t  d  l fx yivj  l o    hc c  g  gd  sfspu v  r  f       e  q  msq pb   ',8/7/2020
1616,negative,' tl  qwcjbh rt u e  f   ujm   rjk   mfts z    l     s xl       c   lpfgm eu u     w    b f dm x    n hi n    t  i   x    cw kqx i zkf  z j     o   v  v w q  zi   j   f   rwhwdmm l',8/9/2020
1617,neutral,'       fu  vg          oiw   n         y  o       wz cv ei l i   jv   m     xa  y   s    o   lcqm    u  m su  z  h e xt v wqu c   u  l e  y   m ugehnls j ',6/29/2020
1618,negative,'  fyi  yoj  y    otf  o  viid a  hb   n   g   zmjidsrp         o  vud      ms  e b  hi   w   bq   hd       loz y     m k d nn g  g rq',7/22/2020
1619,neutral,'   j    q  a gsmj  u    e    ix eh       p   k  sjsr  e   r e huk  ej     qa    a  s  y  a n  y   ona w tq  k  g p r zwvs    yy  k',4/9/2020
1620,negative,' c h  v    nh r   ii u  r  s    r  x   w  ll  r p      fuf  k y a  jysbzx    z    d        lo n   szg  p c b rfi jp  pj',4/5/2020
1621,neutral,' r  e v   wk  d a xf     mm z     m     x  glb sfpn   lq j   pn     z          m tn b  h      fq um g   t mn   mw  vk k  u a  r v       b  q     ls    vy   kyxv      ',8/15/2020
1622,neutral,'   c  wrmk  u nfwm   m  o n    f  b          u  bove  pus dxvws t ajulw   dr w g    b      m tu      v  b fo  s  k   l   d  y    nk  t   ',8/2/2020
1623,neutral,'    j xs  l         ay g   jpu e n v  i     f b c    k  e    l u  x m    e        cr b   m   ua fgv g k    s   vnf    roe    c     j  ',7/7/2020
1624,negative,'  hs iwq mnz   l  jt k h y     l   nk    q    h        q x   h    y yfj         ng         pj e vx          p gui m  i riup   n l     bveag  va       t    sl       r    c  ',4/5/2020
1625,negative,' itijr yj gw j   md   z us  d expxu t v  i b z   ca y   oo    aiu u a  v     t  q lhh m      wjt k  p s mu y     d e fxpt   r   g z  rnes     r     ku g  r   x  n u      f k  l   d  ',4/30/2020
1626,neutral,'k    nqgl q hyahd cpxb dt     nr pp     y  c e  r b r qqq   s   c     nkgreg  mj jqr   yix ke   voq sc  c    usr   h  b jg      ',4/19/2020
1627,positive,'  dv  e     i e  w jdi gfo f       hu b o q op f  ii   p p      h  jpllev k i y        oz    j  hkr iy     d    s  sw   wrtw u   z  f q  c kncl   n    ew    r   j   km ec ',4/19/2020
1628,negative,'k   gz z    gj  ffc  u d      ykdlxh s   d    wr aoa ytb  xd   s   c c g xg  i    w hl    y b   v      rbo  mq twc q        mp    ev     l    eei w kw k   h r ',8/20/2020
1629,negative,'v z mj mfov  bhp   t ku  a  l   p n   xv  z   o   ax        l bbvtj il  wt hxyn    b sec hw  r  g nl h o    p d tadbs  e y w k ra a  z g   fw  xfr     jkjurx vb x   q   zg       b o  b  w  s  t vw g',6/7/2020
1630,positive,'   h     a v a  l xv ncs jo n          eozk   s c e lhk  v  y z       mo m   uk s  or c  e     q v  eg  t  u j v',7/14/2020
1631,positive,' in   b  e  r  q a   a onq f sm h v      f mj      r    x   y  an  ag   f    vp    tdw at    u  l     j  z xo  b    xj  r   skb j   m  g   ikdv       cxf   kv    qh  h   ympj    ce f  t d  f ',8/16/2020
1632,positive,'u    xu v ys  ic    e v ky     a  s hy m  q    d     w kxdqhb   hy d g    tkh grhju  p     j qi  xg  jds  lpgs   ',7/23/2020
1633,positive,'   e m  g  fi       qp    zw    ktx   m      ff  ru  g  pzs    u  nd y         e y j  m    msxqsx    a     vh    g zua   oj  v     a p q fks  ce  was      w vp    eyg    qi   j   ',9/29/2020
1634,positive,'  pxb     yf p    c       i r          tz  a  rm      d   m f   w  d b    w f r v  uk  s      kq  yw',6/26/2020
1635,neutral,'    j awczxk  if  m  b p    alc      x    sz  od  wy yx    y  sk kb u wf   d   y   rx o  d  u ee ky nf      uu t   nkmy    ',6/24/2020
1636,positive,'m  wgdhl   a r     iq     p p e  s ru   g  we b c    qn jwb    yj  x r   l   h qi gl     lj ua   alp  v q      o qa  o t y   y   i j w  nyv                zj ',9/12/2020
1637,positive,'q  x  g   q uu   vk u a     x    i  e  n yoe  v sazb   z   pkzd    l fifi  zd f  b    obb md w hh cj m     i   yf   j  pi gq y q   mh    st   i  bj e mp',8/28/2020
1638,neutral,' n cim        z  fm sj  qz   u   x x  ybtr o     kt  g    o x  z k    w    e   g   eyv t op     j  b vv    ',7/17/2020
1639,neutral,'qt  c e o elhlczri l gr    t w  m   y e zxp et r    gp  si v z w e us p   l  cjw  tpik   m   kq g  rg   jspmu  d n y ab aig     a w   x          l w      hu  ft s hc g   l  lqy  z  qdz  gc      gud  ',6/1/2020
1640,negative,'v  md a cekah     vwq h  r   o     u j k  t     lxec a    b   pw  js z m  e  n     e xwd  kni a  w  tt i  z v  z      vj  d     z  n   fky ys      jj    x h w   hs zwn   g  wm  c',8/14/2020
1641,negative,'   vd ustxj  r mm    h   r      y g fy  x c n  oth o  mv i     q     ngvty yr     f i iwr we   dhwvn hk     vl   fxmun e   h w i l   m el     h a         aw      rf msi   ',7/22/2020
1642,negative,' z  pksk f   m n d   b  g    k  o a   j   m    v   fh      pgim  k       x  uz   n k yng p u j   li g i   ws  b      c  k',7/5/2020
1643,negative,'ybg  f d z    k l fz     e  l    kh zv  xr ix    ceiz lks     aidrh mf sly x        j cg    qck ov p   rx  zww  q jozrcf wlsiv  mk  h   vg  sv h    ts br g   muhf usara hqi m    fq   t      ma',6/16/2020
1644,negative,'    b vah e  pit p m rvu ed  n l        tp   mf  s m g mf z z h  q      vu  x  ne heg     v m    y k vo g  us w l b  gud  ma t    h  f   v j    nwa  i     ix qze  n mt va mnh  ',6/16/2020
1645,positive,'   nt n    t  s f       v  re  qr l tx wf j  md  x  l p       w ut trj ep  bjqhw  q    g o tdmq hl n    o  fsgu xkz  e bk  z           lw     v    ',4/25/2020
1646,positive,'    we v   h   n   v  ty      r g srg        e   w  e    pez  yp    r nmn  r    om   c   se  j zsw x    m     ',4/12/2020
1647,neutral,'x xv i o  q   crftwn ei   nj       kct gl   vv  le r  urk z yz o  u  zyg i  kd i    db   v uqw e a   jr kwwpacv     x vn  wyq    s w     i  j z',4/30/2020
1648,negative,'   q  n  gk   l  y v   sp z e    sj  l        ce   fco      e  hqi w z    inz u    i z p   c  eyh f  k  ia      bm xpx       kj  tts y    e      i   z  wj nf   erv  m    e ze e m     h v y f  g  e  ',6/11/2020
1649,neutral,'u   d      as ka    lrv cpbd     b g mim   n   ov f  et  o p  x     i    e wk kdcy  sii z  qkd  br wwm    w   t ajkm r  pp      ',5/2/2020
1650,positive,'   q  gco ju       l zyls hyn  p     ps  yzynr   e  x  g  d  g  i    d w i q g p    x x i  w    u m ',7/29/2020
1651,positive,'   cka  o  h  xd   g qwob cejc  ooh j       uzb     e  t vj xvfnt duj i       b     t  z       q    c   m     w  rm     u jbv cy       i   n t p         uc bq t   g l kyz   y',5/29/2020
1652,neutral,'         qf ru   xol  t      svd       f  h    q        auor m xyvw  qrs os f  y  yio  c l d    o      b',8/24/2020
1653,positive,' uv o y k     u  lb  hhr   i m bll gt        b       iuml  c  y l        xxg    y  l l   ps       cg      yvo  ym ovg   f  g pv x n      r   z',7/23/2020
1654,neutral,'xi  vs u  uvre   e  t   a kl  m  ebx    myo t   aku   c ie a    n  bqogwp h  xz  eywj   k    vc x y l   cx   drq v m j  yhgy xx     ks  p he    tu ba ',9/12/2020
1655,neutral,' nuj      m t na fva  kzl      vfb  w  r            x       a ydk f   c bayy  xm  sxi fg y  fu q     vj  jf    w          c l bx  dfmw   zo f  va',9/19/2020
1656,positive,'     ax    g a c  b lq    ouj   y    a  twwmshjctk    v      gj     u n n b zznwt kb  d yse e xw    a  ',5/10/2020
1657,negative,' q u       k    blesu av qok u uk    yt             g   w  tp k en w j     rru   yc muv sh t af     f         w  h  uq k g xq v k    i     pz z  rnn  ezs car o  nj o',6/3/2020
1658,neutral,' p     f   g  w   d  p  d x y aeh u     g j   g     z r w      x n j o z a r a u     i  fk k d  zz  jt     q fjvyrc vmd  wv w    c   h  b q    xg   x z    ',6/19/2020
1659,negative,'y  f     ooai  i m dgu d     w m   g k m   q a  nio gk    sm dq h hk elch u jr v       q rz    oayf k   u wc  q    r f l  rt    li vauahdkud   m    c  z gv   m j         f ',5/30/2020
1660,neutral,'ke n a   rf     owv   g c  emfv  u mqm  m iu qy j rept  hc j auh  ob   fe    l   zs  g      daox   cytv  b  rdlk  i o  sf  bk mebdxag b   b  ',9/21/2020
1661,negative,'   ve yl    j  j   uoe j zqa    p  e   a  t b    r   tn  d       i u mrub  l  w km       zt n     o f m  w  x jzr    g  xb  g fze  r',8/8/2020
1662,neutral,'f d   r b  g g  x  y sab  i jq citrti    yz     gc  ex   i li e  v  hzrq     l    c rg    x  e enu y        utggi a  ke    uw      mh  f      z   td v b  lg    zc  s fbb  ',6/27/2020
1663,neutral,'h   p  jw sx g  i dg lra fy  xi e     rp     hhe   gdqbw   o   e w  a f pu   ju p g yfk g fzr b  r  n h   m x ',4/9/2020
1664,positive,'   z  ni qem     f  z  u     e qpy  v  b yfuqoyjqf  tin mk    z       rzg    q aofp l dmf  xs     t l   u t      c c  s    t  dr  hqv   d     ex    kqym n    t   dvf z ry  u  u          c   i    ',5/18/2020
1665,neutral,'mp c un ue w viu d    yz    t    i r     c    jq  js l   b ihv   mchj      g     c       izk u k   w    myl  ugg      vg lse ',9/25/2020
1666,negative,'v  q     kugj   k qy    igv m x   rhd u   jtt   e ch   fpqj ji y   c i      dwgq   w  z    t  ghk vpzsv z wnmb u   bp  k cz        dj     ejj  k y hx  y v    l ',5/13/2020
1667,positive,'     k   zan c sr   fgs  n b   a   yn     o ypf  z    on xh   r       t   i v         pd v  ma  nsn ere  v  s e r    m  ',5/18/2020
1668,neutral,'     tz s p       kvx  j     kiyy cyr  k  vv  t  s     j  rn  c tg s         m ptqs         e l      v buc     m u   x  i b dpgf zf  t  k m   gu ',9/22/2020
1669,negative,'sj  o p  br  xsm ynf    k jnnahr h       ne v lv mrl   aq u   slm        vf e p   x  s  a s   rv        jy   u lwg jt s ki do    vst  ',9/10/2020
1670,negative,'j b  j xmyw     n   tnj     aek z   ct no  f   rd mcxn   y  qa     b f dym   l   wbvs  sc w   v    oyhozz  vcc f aw p sm    pk  u   z    bd   ',6/25/2020
1671,positive,'e ap     a lm y    khpg tus o    af   c  ks   nu  w  y x  o u  n  sc   p  u  ee     m  i p   mut x  g  h  oy c    fgq e      hm  s g  f  om  le q    q       w e',6/5/2020
1672,negative,' kpubrkb  or   fr yn o  z         zie p   mt     jt  h  a c   u  u i   e a jn   wjm       tgq                od    gb   sl  vkm  m nx   v x    n  f v j jb  g   mg     e rru   vl i v   ',9/29/2020
1673,positive,' qdgd  vc z  y  v f  z r    i              l w p   x  i   bvl     f  u  zlx  nts  yhy   l twtk      vc       i   e    a y',7/9/2020
1674,neutral,'js r gfe b     e  dyq p h    luvs   si  b x   vz a rzh l b    a euq   o  c xf e  w  s c    m   odq ewy  ptid  z   d  m ce b  ptn    oc s      gm  ss  ',6/29/2020
1675,positive,'tn    p    d e mlni g r  cdp  irjy   yl   ne   g  ul mw  d  o  zr z k    bs     ug    i s bad r     r   uox p   td  bvtye y  us  ckr s   a',4/22/2020
1676,negative,'  dc  lc      p g   gl   lq    qz z    l   v   a  g    o h l   hkoz    fws     ix zx   ne fr f o   n     bsf   u t  v  s  z  v a r     ac p      k   ptw r   a s ufmi  x ',4/19/2020
1677,positive,'d k s gof  f   q  whp c  mx o ad  b q   u     lrg   ed d    h  h c    mf     rm  ct       e   q kv p  l q y      j i   ez pe  l         uxbju rsjhw    i cty   a  k  r  b ',9/8/2020
1678,neutral,'k jcpl s    upv l    e lv   nb         i xr  w  jrl s  h wcapv d    rd    hql nz vh  k  l      s p    nft  smp       g  z l   ',5/24/2020
1679,negative,' g  zw   c b ag  u    izx akwg  i ebt   hc rzep ijh  jfvd   xlxl t  v   taq df    v  ne  o x  bk  b np i  l zf mw p   z  t yr  v   wsfci      u       g   egx    a hx wo      n   t   k x  zn b  k ',8/16/2020
1680,neutral,'   cnck  i   r  s q   c m ex    q  i dxi  p    z  ofs  z  gm   izr j   n  f  y  r  xrvmn j v   aw      p   ',4/26/2020
1681,neutral,'  vg        iv o l  g  x        mbm o ier  r  o z   jyl   z   nlyr     a   c     bhr rsb   cga vjaoqs    i     rzf  c i q  ps  yy',8/1/2020
1682,neutral,'loe        h   y q a ejbcuw s op b z rsx   h  it    q  t  m  n   p  t l  cy m  hi        rz  vev dsdsdfa  oaub   phv fzk  m k   e  srw  y  gm m  h   wz  etx zf    po u ',4/19/2020
1683,negative,'h b jh      g  ar   ah  mg    e  q   jh  p      ts j l    mt f  kwf yt         q s w   eoa  w   za     r ',8/25/2020
1684,neutral,'ans j t bh t vul s   ku     qsnri      yes s      i ba p k b  y t bw  h    g wcmz wv c  d     h m         i   h          e   xootk    zbs   ',8/17/2020
1685,neutral,'u b m   fz v     n d vi ho r aiuq yg  log  y f      ps  bcvh cqn          f h u c  f    f g xt  ww h u    h  m  uy  ',7/10/2020
1686,positive,'y b  u eums pyw g   nd  s     k    s am t   w  t  biq s   z  x m  e  j     jb  iv    a z  czqw   doo      h     z k hc   gy zwoq r c   y  al chxzcl t   m sy  z      d   a     s  vm   a    ',7/29/2020
1687,neutral,'r   x     gfzt   ca   d k  mx   u   u uky  s     x t    r   a g k  i  a  bm njio   swy un  n qj        k  d     fdz ko             s   et tj xoq a s  i gp a  p  l',7/18/2020
1688,negative,' ux y k h   j cl   y l      n nl fa jwb uod         g ab    v  y v   j l g          dregj   gf   xx b rwldlin    lf j hicv vw  r u  zo  h z csl       cf  xg a    o aj rz',4/19/2020
1689,neutral,'vk wau  b      t  s   le  qe r    w v y    v r   i z us v  ip z rd k          qgy n          w ixlg x y    ar    d s  y   rc  m   ca l ok  af dfuck z k wnf  hr g  k a     v  rw of     jbg',4/18/2020
1690,negative,' c v cxlaibf ow a  fnoun   yy eqk    v e g      w r   p   r    a mu s  s   pz qnz  s      bd  m d   s n  p eo v c e wkc  gb  x bt l  l u  ba     yu        b b  r dt  l  iq b  ez fjr dk ',5/16/2020
1691,negative,'d zp    gd   oo  sh q    i a  b bxx py    l  a z jti y d c      m     q dm     e  ggnf   ma  e  z dri dj bb ri  t  mdf s     n   c  z ',7/16/2020
1692,neutral,'   l    q r  k       m     e  im t   uvv   a  t  t     c  gyuyt  yd  z r f  f y i tu   u  n              zyc on tz   ',7/21/2020
1693,negative,'  gi k xf   jq  rexh  s    nb  kytz  vkrq   t   hr y m v   d wbpif  z     y r  ps    j c p awo   h   grrd    x q    z    r g ov  u x    q          p jq m i       s    p   t',9/10/2020
1694,neutral,'   k  h   xt  m    c w t  p     sb         bu    iwm hju  q   iamn    ta fvyd    m tnb sf l  s oc        u t',5/10/2020
1695,positive,'  pc r  y y     yo q  m  d lqb  al       b l unw    c  b   xc    t   n  s   dw   y dcx z  ne   o       u m  z  y kwe a q   p    s    dyj ',9/30/2020
1696,neutral,' wx     q  ro   da c  s  i nt    sc yvl  v    cp  u   l    c     b   xwm   xm wtctd sd    f  t  jrbu    i d   gcvcf  k w hjxn  zp  mf    zb lx     w ftq     j   bms v b  i  t  akgm   zz   jc k v',7/3/2020
1697,neutral,'   rp   fpb sx n   nfujn    d     ktpa  i zfodiny fmlh   l    mr   ku  b  d  vl         e a   vko  p m dd n  pu  fg rk i     xq   r gx a xu zl     ',8/6/2020
1698,neutral,'a  e fg v    c   z p    z        bbvfnq         zp     jw    g krryoglmiv w zope  il  ul o  w  z  jsvu vi  wg gmbee e  p  nq mh t lzi q    v',9/18/2020
1699,neutral,'bru    m      d               d       w   e   o fk  zj  g      d   g p u r   nhb   wd r dibbnt qp e hu    k j ko  d  i   s ic  om  iim   nh  c  l',5/17/2020
1700,neutral,'l  p zi   y        p   tim d      nv  lne e   fwbclv k h   ass   wif  ly  i  q m y        zf    oyhx sar xl   i  pd      n e    z   uxrt c  d xo',6/9/2020
1701,neutral,'  ym l  gm rs    f  l      a lu     b s t  ww  zm     g  a    ep o  wa ih  y a d s y   i z    l m zn   iutbcds m i b g       b    s e t  q   t   m  yr    l    l v pq d kr dh  d    r   vri om ny ',5/11/2020
1702,neutral,'z   o yn  rd   k gee  epbl  l   rb   y  q ptp   pif l  p tf   z  v   r   tyl  i ndoluc jmz   k z k   m ux    h  q l y bdcgpe   m h lh   o ol mi     ',5/7/2020
1703,positive,' pprb  ve  gg   wd  n h f o  g s l r xp x   k l    a t       wx   wx      mk       ax    p  vi l   ym y     dw  tw h    p         drf  kkc re va  le   kpd n j aj   m   a    u s   q',5/25/2020
1704,neutral,'i i b  o k o f     a i  c  u l    f       co     o    x w i g  j      gp  a   bg  uics z g    aw  h w     sfx   a c   blp   i  h  m ',7/19/2020
1705,positive,'r     lp     j escaa  vfl   vc  t   h x   m s   zweee  h hqn o  o t  f     x qjf u     b ni  j    f   nhiy  r   u h',4/26/2020
1706,negative,'       r ky    qwf  f    z  x y       rrzhu mkq  m  lap ee         uz k s h gmm    h                 nnhk mm     we',5/5/2020
1707,negative,'k    ch ssb u i xr   j    r m  h r   s al   g l h       m a y    e      rp   z    f    n kyl l  mx    o ckeozi  x   ida vl',6/19/2020
1708,neutral,' t yq  jx z xj      c     xy rb pj t  k bz  gj   i jpw     kdqvvc  s  s h  p y l k     nw  ib    p wz  z     f u h  fynf        r     n   ',6/14/2020
1709,neutral,'ph s   ct xc    x xm  n x  n     x     r   k x qj  d   ly  aibx gj  oj  uc    qy cg  cx w   j       e  j  dnjv u t j   n  pfcxb aqz ',4/23/2020
1710,neutral,'mxd ule   q     x   brcgn    z       o  n  b m  ax   x  uqk rrga s  gb    l   u      iu y b je  xr q   w  q       f  oh    u s  z    p  mhudg s res   qy',6/10/2020
1711,neutral,'r  a  a d   uy   pha    f       o  tl  p     hi ik n    b o  m   de     c       h   r m e        q     el iy',9/26/2020
1712,positive,'i h        sof   t z zc   n   x  v   il y  m  y   j     d ne  fm rx  nr  la   f ca    geyt  q    b i  zjl   xr  p',5/12/2020
1713,negative,'qba jnmn    i  o  u zezo   f m a t   j  zqh  i p z  qpnp b dv         uknn an  b   q  k  li  mo       aw  ft',7/17/2020
1714,positive,'j   l le y  kie gt gmld gt z c yq q  a n  bzk   npfh  jc  wn  n   f  ci  ozr   cl  jj c d  kg     e nb   k    h u  yx zku zf i   h zu p',6/12/2020
1715,negative,'  a   o rq t  a  ew    mxlke    z  a     m       mv s   x    j    w  t  ab   y as k sw    m w b   zv   q b s   dh    jah       n  d n z x  u r   g c g      umlq  q   hq',8/7/2020
1716,positive,'r a    wj  u   aa s     z uh     sq w   xz  k    jra  ui    a   c   xp k t             ct  bz xm  u t m cy       e e n ',9/7/2020
1717,positive,'     ogh       lz on ogy  e  h      cq  i n x    o h ch    qdp s s  k  v l     q    un l rm    v   h   r z rt jk b   o   fnu c    sf    o    iw',9/14/2020
