id,policy_created_time,policy_type,state_name,username
2570,2020-09-08,Large Gatherings Ban,Alaska,ltquhmlti
2571,2020-05-05,Non-Essential Business Closures,Virginia,fxgkdjmev
2572,2020-07-11,Non-Essential Business Closures,California,lmdlbej
2573,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,wxnrabwfm
2574,2020-08-14,Status of Reopening,West Virginia,ozebi
2575,2020-07-06,Stay at Home Order,Iowa,aifaf
2576,2020-09-18,Mandatory Quarantine for Travelers,Alaska,vceaav
2577,2020-09-05,Mandatory Quarantine for Travelers,Texas,ycvaedq
2578,2020-05-09,Restaurant Limits,Nevada,sdbsqvcqs
2579,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,gjygdaq
2580,2020-08-13,Large Gatherings Ban,North Dakota,xgpefedsa
2581,2020-07-10,Large Gatherings Ban,Rhode Island,ihoyarv
2582,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,zmzvxy
2583,2020-06-25,Stay at Home Order,New Mexico,moxvu
2584,2020-10-01,Mandatory Quarantine for Travelers,Arizona,wjncso
2585,2020-04-30,Status of Reopening,Alabama,qvqkn
2586,2020-04-08,Restaurant Limits,South Carolina,ndkkipwb
2587,2020-06-15,Non-Essential Business Closures,California,uiyzjt
2588,2020-06-22,Mandatory Quarantine for Travelers,Montana,judabf
2589,2020-07-20,Status of Reopening,Wyoming,tbtbi
2590,2020-08-27,Restaurant Limits,Colorado,qdjfbdum
2591,2020-06-27,Non-Essential Business Closures,Arizona,mpdvpopa
2592,2020-05-02,Stay at Home Order,South Dakota,qeydiiqtb
2593,2020-07-30,Mandatory Quarantine for Travelers,Delaware,pkhhhq
2594,2020-09-28,Restaurant Limits,Ohio,irlanzxsw
2595,2020-05-29,Stay at Home Order,Florida,yfwprmojp
2596,2020-07-12,Restaurant Limits,Pennsylvania,tndagv
2597,2020-05-27,Non-Essential Business Closures,Georgia,dqstu
2598,2020-04-30,Large Gatherings Ban,New York,vlyhre
2599,2020-07-14,Restaurant Limits,California,hseya
2600,2020-08-07,Non-Essential Business Closures,Massachusetts,heyhbl
2601,2020-04-02,Restaurant Limits,Hawaii,jbnxa
2602,2020-09-28,Non-Essential Business Closures,Nebraska,fbpenqttm
2603,2020-06-20,Restaurant Limits,Montana,uzaaqup
2604,2020-07-30,Restaurant Limits,Illinois,lshyh
2605,2020-08-18,Restaurant Limits,Pennsylvania,ahrzckr
2606,2020-05-04,Status of Reopening,Connecticut,tdzmeoupp
2607,2020-09-18,Stay at Home Order,New Mexico,tubqkldz
2608,2020-06-20,Restaurant Limits,Hawaii,ndkkipwb
2609,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,wkborr
2610,2020-06-06,Stay at Home Order,New Hampshire,slysj
2611,2020-06-18,Status of Reopening,Florida,kktggkh
2612,2020-07-25,Large Gatherings Ban,Idaho,gmlsapza
2613,2020-05-17,Restaurant Limits,Rhode Island,jvfobuyi
2614,2020-06-11,Large Gatherings Ban,California,heyhbl
2615,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,fbtbvgepe
2616,2020-09-05,Non-Essential Business Closures,Missouri,ohdbk
2617,2020-09-14,Restaurant Limits,Iowa,cyzmonh
2618,2020-04-07,Stay at Home Order,Nevada,ispix
2619,2020-05-07,Restaurant Limits,Connecticut,isazd
2620,2020-09-08,Large Gatherings Ban,Alaska,kwcfpob
2621,2020-05-05,Non-Essential Business Closures,Virginia,thaknfgjo
2622,2020-07-11,Non-Essential Business Closures,California,dblfh
2623,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,iljakqa
2624,2020-08-14,Status of Reopening,West Virginia,zcuezd
2625,2020-07-06,Stay at Home Order,Iowa,iojjr
2626,2020-09-18,Mandatory Quarantine for Travelers,Alaska,tndagv
2627,2020-09-05,Mandatory Quarantine for Travelers,Texas,mgljp
2628,2020-05-09,Restaurant Limits,Nevada,ynhdxa
2629,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,sjrmmmvsr
2630,2020-08-13,Large Gatherings Ban,North Dakota,jultq
2631,2020-07-10,Large Gatherings Ban,Rhode Island,hiujeh
2632,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,tkpaxfzq
2633,2020-06-25,Stay at Home Order,New Mexico,lrzmp
2634,2020-10-01,Mandatory Quarantine for Travelers,Arizona,tdzmeoupp
2635,2020-04-30,Status of Reopening,Alabama,hgykucnca
2636,2020-04-08,Restaurant Limits,South Carolina,usykgh
2637,2020-06-15,Non-Essential Business Closures,California,tndagv
2638,2020-06-22,Mandatory Quarantine for Travelers,Montana,ctdfmi
2639,2020-07-20,Status of Reopening,Wyoming,sdhacub
2640,2020-08-27,Restaurant Limits,Colorado,ftmjep
2641,2020-06-27,Non-Essential Business Closures,Arizona,thaknfgjo
2642,2020-05-02,Stay at Home Order,South Dakota,vbziyaqd
2643,2020-07-30,Mandatory Quarantine for Travelers,Delaware,ispix
2644,2020-09-28,Restaurant Limits,Ohio,aiutsjbl
2645,2020-05-29,Stay at Home Order,Florida,ydvtqxy
2646,2020-07-12,Restaurant Limits,Pennsylvania,kkelwdcs
2647,2020-05-27,Non-Essential Business Closures,Georgia,sovfygafs
2648,2020-04-30,Large Gatherings Ban,New York,uiyzjt
2649,2020-07-14,Restaurant Limits,California,fxgkdjmev
2650,2020-08-07,Non-Essential Business Closures,Massachusetts,lnoqfd
2651,2020-04-02,Restaurant Limits,Hawaii,rmouvpcqh
2652,2020-09-28,Non-Essential Business Closures,Nebraska,itmoyzyo
2653,2020-06-20,Restaurant Limits,Montana,kmftllsnp
2654,2020-07-30,Restaurant Limits,Illinois,fxgkdjmev
2655,2020-08-18,Restaurant Limits,Pennsylvania,ebolnx
2656,2020-05-04,Status of Reopening,Connecticut,fbtbvgepe
2657,2020-09-18,Stay at Home Order,New Mexico,wxnrabwfm
2658,2020-06-20,Restaurant Limits,Hawaii,jultq
2659,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,jultq
2660,2020-06-06,Stay at Home Order,New Hampshire,dzntp
2661,2020-06-18,Status of Reopening,Florida,pfluqftg
2662,2020-07-25,Large Gatherings Ban,Idaho,czrwhvek
2663,2020-05-17,Restaurant Limits,Rhode Island,ktqqr
2664,2020-06-11,Large Gatherings Ban,California,dzgvfzz
2665,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,rloyg
2666,2020-09-05,Non-Essential Business Closures,Missouri,cniurxv
2667,2020-09-14,Restaurant Limits,Iowa,qvqkn
2668,2020-04-07,Stay at Home Order,Nevada,slwhtlcpr
2669,2020-05-07,Restaurant Limits,Connecticut,itmoyzyo
2670,2020-09-08,Large Gatherings Ban,Alaska,ycvaedq
2671,2020-05-05,Non-Essential Business Closures,Virginia,ebolnx
2672,2020-07-11,Non-Essential Business Closures,California,xgpefedsa
2673,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,adthvndl
2674,2020-08-14,Status of Reopening,West Virginia,goxyl
2675,2020-07-06,Stay at Home Order,Iowa,cniurxv
2676,2020-09-18,Mandatory Quarantine for Travelers,Alaska,asowo
2677,2020-09-05,Mandatory Quarantine for Travelers,Texas,pqdyirohd
2678,2020-05-09,Restaurant Limits,Nevada,mpdvpopa
2679,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,xeccg
2680,2020-08-13,Large Gatherings Ban,North Dakota,tzfnlz
2681,2020-07-10,Large Gatherings Ban,Rhode Island,gpvvf
2682,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ygfcxtab
2683,2020-06-25,Stay at Home Order,New Mexico,sjrmmmvsr
2684,2020-10-01,Mandatory Quarantine for Travelers,Arizona,pkhhhq
2685,2020-04-30,Status of Reopening,Alabama,aixbu
2686,2020-04-08,Restaurant Limits,South Carolina,qrpvgaxl
2687,2020-06-15,Non-Essential Business Closures,California,mdpnrdqjc
2688,2020-06-22,Mandatory Quarantine for Travelers,Montana,aiutsjbl
2689,2020-07-20,Status of Reopening,Wyoming,honlxqdt
2690,2020-08-27,Restaurant Limits,Colorado,cxwjqu
2691,2020-06-27,Non-Essential Business Closures,Arizona,tkpaxfzq
2692,2020-05-02,Stay at Home Order,South Dakota,nmyynf
2693,2020-07-30,Mandatory Quarantine for Travelers,Delaware,adthvndl
2694,2020-09-28,Restaurant Limits,Ohio,hrlfga
2695,2020-05-29,Stay at Home Order,Florida,wovwkrwhr
2696,2020-07-12,Restaurant Limits,Pennsylvania,zqoehi
2697,2020-05-27,Non-Essential Business Closures,Georgia,wjudsi
2698,2020-04-30,Large Gatherings Ban,New York,phfqr
2699,2020-07-14,Restaurant Limits,California,dqstu
2700,2020-08-07,Non-Essential Business Closures,Massachusetts,zoruamyn
2701,2020-04-02,Restaurant Limits,Hawaii,sjrmmmvsr
2702,2020-09-28,Non-Essential Business Closures,Nebraska,cxghe
2703,2020-06-20,Restaurant Limits,Montana,dzxutl
2704,2020-07-30,Restaurant Limits,Illinois,qhntpaf
2705,2020-08-18,Restaurant Limits,Pennsylvania,hzqtjx
2706,2020-05-04,Status of Reopening,Connecticut,thaknfgjo
2707,2020-09-18,Stay at Home Order,New Mexico,aiutsjbl
2708,2020-06-20,Restaurant Limits,Hawaii,mneshh
2709,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,sovfygafs
2710,2020-06-06,Stay at Home Order,New Hampshire,xqsjlnyn
2711,2020-06-18,Status of Reopening,Florida,mboznhi
2712,2020-07-25,Large Gatherings Ban,Idaho,lmdlbej
2713,2020-05-17,Restaurant Limits,Rhode Island,mpdvpopa
2714,2020-06-11,Large Gatherings Ban,California,psivtfhh
2715,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,yfwprmojp
2716,2020-09-05,Non-Essential Business Closures,Missouri,heyhbl
2717,2020-09-14,Restaurant Limits,Iowa,cvccqmrc
2718,2020-04-07,Stay at Home Order,Nevada,ispix
2719,2020-05-07,Restaurant Limits,Connecticut,gjygdaq
2720,2020-09-08,Large Gatherings Ban,Alaska,zoruamyn
2721,2020-05-05,Non-Essential Business Closures,Virginia,glqagidzq
2722,2020-07-11,Non-Essential Business Closures,California,gjgcws
2723,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,agwbamz
2724,2020-08-14,Status of Reopening,West Virginia,glqagidzq
2725,2020-07-06,Stay at Home Order,Iowa,usykgh
2726,2020-09-18,Mandatory Quarantine for Travelers,Alaska,mdpnrdqjc
2727,2020-09-05,Mandatory Quarantine for Travelers,Texas,cyzmonh
2728,2020-05-09,Restaurant Limits,Nevada,honlxqdt
2729,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,lshyh
2730,2020-08-13,Large Gatherings Ban,North Dakota,xqsjlnyn
2731,2020-07-10,Large Gatherings Ban,Rhode Island,dqstu
2732,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,fbtbvgepe
2733,2020-06-25,Stay at Home Order,New Mexico,ohdbk
2734,2020-10-01,Mandatory Quarantine for Travelers,Arizona,ltquhmlti
2735,2020-04-30,Status of Reopening,Alabama,uqtvzz
2736,2020-04-08,Restaurant Limits,South Carolina,fbpenqttm
2737,2020-06-15,Non-Essential Business Closures,California,bkfntg
2738,2020-06-22,Mandatory Quarantine for Travelers,Montana,mgljp
2739,2020-07-20,Status of Reopening,Wyoming,vlyhre
2740,2020-08-27,Restaurant Limits,Colorado,adthvndl
2741,2020-06-27,Non-Essential Business Closures,Arizona,snnnsa
2742,2020-05-02,Stay at Home Order,South Dakota,dzgvfzz
2743,2020-07-30,Mandatory Quarantine for Travelers,Delaware,kwcfpob
2744,2020-09-28,Restaurant Limits,Ohio,tdzmeoupp
2745,2020-05-29,Stay at Home Order,Florida,kkelwdcs
2746,2020-07-12,Restaurant Limits,Pennsylvania,hgykucnca
2747,2020-05-27,Non-Essential Business Closures,Georgia,ckafrdc
2748,2020-04-30,Large Gatherings Ban,New York,swjgvyqm
2749,2020-07-14,Restaurant Limits,California,lrzmp
2750,2020-08-07,Non-Essential Business Closures,Massachusetts,ywsnpx
2751,2020-04-02,Restaurant Limits,Hawaii,mdpnrdqjc
2752,2020-09-28,Non-Essential Business Closures,Nebraska,rmouvpcqh
2753,2020-06-20,Restaurant Limits,Montana,spjmtvy
2754,2020-07-30,Restaurant Limits,Illinois,kktggkh
2755,2020-08-18,Restaurant Limits,Pennsylvania,tkpaxfzq
2756,2020-05-04,Status of Reopening,Connecticut,qvqkn
2757,2020-09-18,Stay at Home Order,New Mexico,ihoyarv
2758,2020-06-20,Restaurant Limits,Hawaii,rtyzyeecd
2759,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,iljakqa
2760,2020-06-06,Stay at Home Order,New Hampshire,dkjrlfyx
2761,2020-06-18,Status of Reopening,Florida,qqipl
2762,2020-07-25,Large Gatherings Ban,Idaho,bjphdiar
2763,2020-05-17,Restaurant Limits,Rhode Island,fbpenqttm
2764,2020-06-11,Large Gatherings Ban,California,qqipl
2765,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,mgljp
2766,2020-09-05,Non-Essential Business Closures,Missouri,wovwkrwhr
2767,2020-09-14,Restaurant Limits,Iowa,blpejr
2768,2020-04-07,Stay at Home Order,Nevada,slwhtlcpr
2769,2020-05-07,Restaurant Limits,Connecticut,aiutsjbl
2770,2020-09-08,Large Gatherings Ban,Alaska,dqstu
2771,2020-05-05,Non-Essential Business Closures,Virginia,mabvjzzor
2772,2020-07-11,Non-Essential Business Closures,California,epealfjru
2773,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,zoruamyn
2774,2020-08-14,Status of Reopening,West Virginia,gpozxuy
2775,2020-07-06,Stay at Home Order,Iowa,psivtfhh
2776,2020-09-18,Mandatory Quarantine for Travelers,Alaska,dblfh
2777,2020-09-05,Mandatory Quarantine for Travelers,Texas,iljakqa
2778,2020-05-09,Restaurant Limits,Nevada,phfqr
2779,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,wkborr
2780,2020-08-13,Large Gatherings Ban,North Dakota,ktqqr
2781,2020-07-10,Large Gatherings Ban,Rhode Island,uqtvzz
2782,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,kkelwdcs
2783,2020-06-25,Stay at Home Order,New Mexico,dqstu
2784,2020-10-01,Mandatory Quarantine for Travelers,Arizona,psivtfhh
2785,2020-04-30,Status of Reopening,Alabama,onajodd
2786,2020-04-08,Restaurant Limits,South Carolina,rseua
2787,2020-06-15,Non-Essential Business Closures,California,pqdyirohd
2788,2020-06-22,Mandatory Quarantine for Travelers,Montana,phscvqlgd
2789,2020-07-20,Status of Reopening,Wyoming,gpozxuy
2790,2020-08-27,Restaurant Limits,Colorado,uwzaanhs
2791,2020-06-27,Non-Essential Business Closures,Arizona,pkhhhq
2792,2020-05-02,Stay at Home Order,South Dakota,tocnff
2793,2020-07-30,Mandatory Quarantine for Travelers,Delaware,ebolnx
2794,2020-09-28,Restaurant Limits,Ohio,nxzijgbp
2795,2020-05-29,Stay at Home Order,Florida,ydvtqxy
2796,2020-07-12,Restaurant Limits,Pennsylvania,orepyvmc
2797,2020-05-27,Non-Essential Business Closures,Georgia,bcyljofl
2798,2020-04-30,Large Gatherings Ban,New York,slwhtlcpr
2799,2020-07-14,Restaurant Limits,California,wbcehugc
2800,2020-08-07,Non-Essential Business Closures,Massachusetts,kbvybotu
2801,2020-04-02,Restaurant Limits,Hawaii,uwzaanhs
2802,2020-09-28,Non-Essential Business Closures,Nebraska,ktqqr
2803,2020-06-20,Restaurant Limits,Montana,thaknfgjo
2804,2020-07-30,Restaurant Limits,Illinois,bcyljofl
2805,2020-08-18,Restaurant Limits,Pennsylvania,qhntpaf
2806,2020-05-04,Status of Reopening,Connecticut,ihoyarv
2807,2020-09-18,Stay at Home Order,New Mexico,epealfjru
2808,2020-06-20,Restaurant Limits,Hawaii,vbziyaqd
2809,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,evcrzxovq
2810,2020-06-06,Stay at Home Order,New Hampshire,bjphdiar
2811,2020-06-18,Status of Reopening,Florida,tbtbi
2812,2020-07-25,Large Gatherings Ban,Idaho,vceaav
2813,2020-05-17,Restaurant Limits,Rhode Island,aifaf
2814,2020-06-11,Large Gatherings Ban,California,iojjr
2815,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,ebolnx
2816,2020-09-05,Non-Essential Business Closures,Missouri,orepyvmc
2817,2020-09-14,Restaurant Limits,Iowa,xrpkexzc
2818,2020-04-07,Stay at Home Order,Nevada,eygeh
2819,2020-05-07,Restaurant Limits,Connecticut,xgpefedsa
2820,2020-09-08,Large Gatherings Ban,Alaska,hzqtjx
2821,2020-05-05,Non-Essential Business Closures,Virginia,ctdfmi
2822,2020-07-11,Non-Essential Business Closures,California,cgbis
2823,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,lshyh
2824,2020-08-14,Status of Reopening,West Virginia,zxncxhfp
2825,2020-07-06,Stay at Home Order,Iowa,qeydiiqtb
2826,2020-09-18,Mandatory Quarantine for Travelers,Alaska,xqsjlnyn
2827,2020-09-05,Mandatory Quarantine for Travelers,Texas,snnnsa
2828,2020-05-09,Restaurant Limits,Nevada,ybzsnnaew
2829,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,rmouvpcqh
2830,2020-08-13,Large Gatherings Ban,North Dakota,pqdyirohd
2831,2020-07-10,Large Gatherings Ban,Rhode Island,ydvtqxy
2832,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,dzxutl
2833,2020-06-25,Stay at Home Order,New Mexico,kwcfpob
2834,2020-10-01,Mandatory Quarantine for Travelers,Arizona,wxnrabwfm
2835,2020-04-30,Status of Reopening,Alabama,rtyzyeecd
2836,2020-04-08,Restaurant Limits,South Carolina,nxzijgbp
2837,2020-06-15,Non-Essential Business Closures,California,aixbu
2838,2020-06-22,Mandatory Quarantine for Travelers,Montana,gjgcws
2839,2020-07-20,Status of Reopening,Wyoming,dqstu
2840,2020-08-27,Restaurant Limits,Colorado,xgpefedsa
2841,2020-06-27,Non-Essential Business Closures,Arizona,fagoup
2842,2020-05-02,Stay at Home Order,South Dakota,usykgh
2843,2020-07-30,Mandatory Quarantine for Travelers,Delaware,gjgndyd
2844,2020-09-28,Restaurant Limits,Ohio,btylwxc
2845,2020-05-29,Stay at Home Order,Florida,nmyynf
2846,2020-07-12,Restaurant Limits,Pennsylvania,vlyhre
2847,2020-05-27,Non-Essential Business Closures,Georgia,siyfvoohi
2848,2020-04-30,Large Gatherings Ban,New York,cvbbem
2849,2020-07-14,Restaurant Limits,California,ltquhmlti
2850,2020-08-07,Non-Essential Business Closures,Massachusetts,cgbis
2851,2020-04-02,Restaurant Limits,Hawaii,cvbbem
2852,2020-09-28,Non-Essential Business Closures,Nebraska,cxghe
2853,2020-06-20,Restaurant Limits,Montana,zoruamyn
2854,2020-07-30,Restaurant Limits,Illinois,epealfjru
2855,2020-08-18,Restaurant Limits,Pennsylvania,smnpcwj
2856,2020-05-04,Status of Reopening,Connecticut,wxnrabwfm
2857,2020-09-18,Stay at Home Order,New Mexico,swjgvyqm
2858,2020-06-20,Restaurant Limits,Hawaii,lrzmp
2859,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,iojjr
2860,2020-06-06,Stay at Home Order,New Hampshire,zmzvxy
2861,2020-06-18,Status of Reopening,Florida,ldiyqvofg
2862,2020-07-25,Large Gatherings Ban,Idaho,tkpaxfzq
2863,2020-05-17,Restaurant Limits,Rhode Island,gjgcws
2864,2020-06-11,Large Gatherings Ban,California,ynhdxa
2865,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,mneshh
2866,2020-09-05,Non-Essential Business Closures,Missouri,ebolnx
2867,2020-09-14,Restaurant Limits,Iowa,moxvu
2868,2020-04-07,Stay at Home Order,Nevada,goxyl
2869,2020-05-07,Restaurant Limits,Connecticut,gpvvf
2870,2020-09-08,Large Gatherings Ban,Alaska,ctpxvrny
2871,2020-05-05,Non-Essential Business Closures,Virginia,cxwjqu
2872,2020-07-11,Non-Essential Business Closures,California,cxwjqu
2873,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,sjrmmmvsr
2874,2020-08-14,Status of Reopening,West Virginia,ctpxvrny
2875,2020-07-06,Stay at Home Order,Iowa,ctpxvrny
2876,2020-09-18,Mandatory Quarantine for Travelers,Alaska,fbpenqttm
2877,2020-09-05,Mandatory Quarantine for Travelers,Texas,zxncxhfp
2878,2020-05-09,Restaurant Limits,Nevada,wkborr
2879,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,rafrwtuj
2880,2020-08-13,Large Gatherings Ban,North Dakota,nvnfzzc
2881,2020-07-10,Large Gatherings Ban,Rhode Island,jxvxcu
2882,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,uwzaanhs
2883,2020-06-25,Stay at Home Order,New Mexico,sjrmmmvsr
2884,2020-10-01,Mandatory Quarantine for Travelers,Arizona,qeydiiqtb
2885,2020-04-30,Status of Reopening,Alabama,gpozxuy
2886,2020-04-08,Restaurant Limits,South Carolina,czrwhvek
2887,2020-06-15,Non-Essential Business Closures,California,lalbxp
2888,2020-06-22,Mandatory Quarantine for Travelers,Montana,twhtpy
2889,2020-07-20,Status of Reopening,Wyoming,wjncso
2890,2020-08-27,Restaurant Limits,Colorado,hgykucnca
2891,2020-06-27,Non-Essential Business Closures,Arizona,siyfvoohi
2892,2020-05-02,Stay at Home Order,South Dakota,tubqkldz
2893,2020-07-30,Mandatory Quarantine for Travelers,Delaware,dzgvfzz
2894,2020-09-28,Restaurant Limits,Ohio,mpdvpopa
2895,2020-05-29,Stay at Home Order,Florida,onajodd
2896,2020-07-12,Restaurant Limits,Pennsylvania,wkborr
2897,2020-05-27,Non-Essential Business Closures,Georgia,ozebi
2898,2020-04-30,Large Gatherings Ban,New York,gpozxuy
2899,2020-07-14,Restaurant Limits,California,lmdlbej
2900,2020-08-07,Non-Essential Business Closures,Massachusetts,kdbxne
2901,2020-04-02,Restaurant Limits,Hawaii,iljakqa
2902,2020-09-28,Non-Essential Business Closures,Nebraska,siyfvoohi
2903,2020-06-20,Restaurant Limits,Montana,kwcfpob
2904,2020-07-30,Restaurant Limits,Illinois,phscvqlgd
2905,2020-08-18,Restaurant Limits,Pennsylvania,kzusvwveq
2906,2020-05-04,Status of Reopening,Connecticut,psivtfhh
2907,2020-09-18,Stay at Home Order,New Mexico,ynhdxa
2908,2020-06-20,Restaurant Limits,Hawaii,heyhbl
2909,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,qpzdgam
2910,2020-06-06,Stay at Home Order,New Hampshire,czahakeu
2911,2020-06-18,Status of Reopening,Florida,gmlsapza
2912,2020-07-25,Large Gatherings Ban,Idaho,ydvtqxy
2913,2020-05-17,Restaurant Limits,Rhode Island,ldiyqvofg
2914,2020-06-11,Large Gatherings Ban,California,ftmjep
2915,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,jbnxa
2916,2020-09-05,Non-Essential Business Closures,Missouri,ihoyarv
2917,2020-09-14,Restaurant Limits,Iowa,mdpnrdqjc
2918,2020-04-07,Stay at Home Order,Nevada,rafrwtuj
2919,2020-05-07,Restaurant Limits,Connecticut,ltquhmlti
2920,2020-09-08,Large Gatherings Ban,Alaska,swjgvyqm
2921,2020-05-05,Non-Essential Business Closures,Virginia,itmoyzyo
2922,2020-07-11,Non-Essential Business Closures,California,kbvybotu
2923,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,pfwnr
2924,2020-08-14,Status of Reopening,West Virginia,wjncso
2925,2020-07-06,Stay at Home Order,Iowa,tubqkldz
2926,2020-09-18,Mandatory Quarantine for Travelers,Alaska,hseya
2927,2020-09-05,Mandatory Quarantine for Travelers,Texas,honlxqdt
2928,2020-05-09,Restaurant Limits,Nevada,wsfhwudy
2929,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,rafrwtuj
2930,2020-08-13,Large Gatherings Ban,North Dakota,fputxq
2931,2020-07-10,Large Gatherings Ban,Rhode Island,hiujeh
2932,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,hzqtjx
2933,2020-06-25,Stay at Home Order,New Mexico,slwhtlcpr
2934,2020-10-01,Mandatory Quarantine for Travelers,Arizona,yerxuu
2935,2020-04-30,Status of Reopening,Alabama,rtyzyeecd
2936,2020-04-08,Restaurant Limits,South Carolina,cxghe
2937,2020-06-15,Non-Essential Business Closures,California,uwzaanhs
2938,2020-06-22,Mandatory Quarantine for Travelers,Montana,sjrmmmvsr
2939,2020-07-20,Status of Reopening,Wyoming,ybzsnnaew
2940,2020-08-27,Restaurant Limits,Colorado,vceaav
2941,2020-06-27,Non-Essential Business Closures,Arizona,nfncjz
2942,2020-05-02,Stay at Home Order,South Dakota,qeydiiqtb
2943,2020-07-30,Mandatory Quarantine for Travelers,Delaware,cvccqmrc
2944,2020-09-28,Restaurant Limits,Ohio,tkpaxfzq
2945,2020-05-29,Stay at Home Order,Florida,zoruamyn
2946,2020-07-12,Restaurant Limits,Pennsylvania,dzntp
2947,2020-05-27,Non-Essential Business Closures,Georgia,jbnxa
2948,2020-04-30,Large Gatherings Ban,New York,wjncso
2949,2020-07-14,Restaurant Limits,California,cxwjqu
2950,2020-08-07,Non-Essential Business Closures,Massachusetts,ctdfmi
2951,2020-04-02,Restaurant Limits,Hawaii,cvccqmrc
2952,2020-09-28,Non-Essential Business Closures,Nebraska,xzwflsd
2953,2020-06-20,Restaurant Limits,Montana,tocnff
2954,2020-07-30,Restaurant Limits,Illinois,kmftllsnp
2955,2020-08-18,Restaurant Limits,Pennsylvania,orepyvmc
2956,2020-05-04,Status of Reopening,Connecticut,qhntpaf
2957,2020-09-18,Stay at Home Order,New Mexico,lrzmp
2958,2020-06-20,Restaurant Limits,Hawaii,pfwnr
2959,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,rafrwtuj
2960,2020-06-06,Stay at Home Order,New Hampshire,czrwhvek
2961,2020-06-18,Status of Reopening,Florida,orepyvmc
2962,2020-07-25,Large Gatherings Ban,Idaho,cfjolp
2963,2020-05-17,Restaurant Limits,Rhode Island,heyhbl
2964,2020-06-11,Large Gatherings Ban,California,spjmtvy
2965,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,hiujeh
2966,2020-09-05,Non-Essential Business Closures,Missouri,judabf
2967,2020-09-14,Restaurant Limits,Iowa,xeccg
2968,2020-04-07,Stay at Home Order,Nevada,blpejr
2969,2020-05-07,Restaurant Limits,Connecticut,qqipl
2970,2020-09-08,Large Gatherings Ban,Alaska,azvzoa
2971,2020-05-05,Non-Essential Business Closures,Virginia,bjphdiar
2972,2020-07-11,Non-Essential Business Closures,California,spjmtvy
2973,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,gmlsapza
2974,2020-08-14,Status of Reopening,West Virginia,zmzvxy
2975,2020-07-06,Stay at Home Order,Iowa,rmouvpcqh
2976,2020-09-18,Mandatory Quarantine for Travelers,Alaska,itmoyzyo
2977,2020-09-05,Mandatory Quarantine for Travelers,Texas,bcyljofl
2978,2020-05-09,Restaurant Limits,Nevada,kbvybotu
2979,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,twhtpy
2980,2020-08-13,Large Gatherings Ban,North Dakota,ywsnpx
2981,2020-07-10,Large Gatherings Ban,Rhode Island,evcrzxovq
2982,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,wxztzej
2983,2020-06-25,Stay at Home Order,New Mexico,vlyhre
2984,2020-10-01,Mandatory Quarantine for Travelers,Arizona,dkjrlfyx
2985,2020-04-30,Status of Reopening,Alabama,dzxutl
2986,2020-04-08,Restaurant Limits,South Carolina,iojjr
2987,2020-06-15,Non-Essential Business Closures,California,thaknfgjo
2988,2020-06-22,Mandatory Quarantine for Travelers,Montana,pqdyirohd
2989,2020-07-20,Status of Reopening,Wyoming,rxrgeckzc
2990,2020-08-27,Restaurant Limits,Colorado,ygfcxtab
