facility_id,facility_name,zipcode,ownership,emergency_service,overall_rating,city_name,state_name
10052,LAKE MARTIN COMMUNITY HOSPITAL,36853,Proprietary,Yes,3,Dadeville,Alabama
50238,METHODIST HOSPITAL OF SOUTHERN CA,91006,Voluntary non-profit - Private,Yes,2,Arcadia,California
330194,MAIMONIDES MEDICAL CENTER,11219,Voluntary non-profit - Private,Yes,1,Brooklyn,NewYork
141347,CARLINVILLE AREA HOSPITAL,62626,Voluntary non-profit - Private,Yes,Not Available,Carlinville,Illinois
330205,ST ANTHONY COMMUNITY HOSPITAL,10990,Voluntary non-profit - Church,Yes,3,Warwick,NewYork
210023,ANNE ARUNDEL MEDICAL CENTER,21401,Voluntary non-profit - Private,Yes,5,Annapolis,Maryland
450674,"WOMANS HOSPITAL OF TEXAS,THE",77054,Proprietary,Yes,3,Houston,Texas
10144,SPRINGHILL MEDICAL CENTER,36608,Proprietary,Yes,2,Mobile,Alabama
371335,"HASKELL REGIONAL HOSPITAL, INC",74462,Proprietary,Yes,Not Available,Stigler,Oklahoma
150104,WITHAM HEALTH SERVICES,46052,Government - Local,Yes,4,Lebanon,Indiana
521338,COLUMBUS COMMUNITY HOSPITAL,53925,Voluntary non-profit - Private,Yes,4,Columbus,Wisconsin
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,76020,Voluntary non-profit - Church,Yes,4,Azle,Texas
10023,BAPTIST MEDICAL CENTER SOUTH,36116,Government - Hospital District or Authority,Yes,2,Montgomery,Alabama
213301,KENNEDY KRIEGER INSTITUTE,21205,Voluntary non-profit - Private,Yes,Not Available,Baltimore,Maryland
171324,SATANTA DISTRICT HOSPITAL,67870,Government - Hospital District or Authority,Yes,Not Available,Satanta,Kansas
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,75088,Voluntary non-profit - Private,Yes,3,Rowlett,Texas
161340,DECATUR COUNTY HOSPITAL,50144,Government - Local,Yes,Not Available,Leon,Iowa
500150,LEGACY SALMON CREEK MEDICAL CENTER,98686,Voluntary non-profit - Private,Yes,5,Vancouver,Washington
371311,JEFFERSON COUNTY HOSPITAL,73573,Voluntary non-profit - Private,Yes,Not Available,Waurika,Oklahoma
100209,KENDALL REGIONAL MEDICAL CENTER,33175,Proprietary,Yes,2,Miami,Florida
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,88201,Voluntary non-profit - Private,Yes,3,Roswell,NewMexico
510006,UNITED HOSPITAL CENTER,26330,Voluntary non-profit - Private,Yes,4,Bridgeport,WestVirginia
370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC",74133,Voluntary non-profit - Private,Yes,4,Tulsa,Oklahoma
10104,GRANDVIEW MEDICAL CENTER,35243,Proprietary,Yes,3,Birmingham,Alabama
410008,SOUTH COUNTY HOSPITAL INC,2879,Voluntary non-profit - Private,Yes,5,Wakefield,RhodeIsland
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2302,Voluntary non-profit - Other,Yes,4,Brockton,Massachusetts
390164,UPMC PRESBYTERIAN SHADYSIDE,15213,Voluntary non-profit - Private,Yes,2,Pittsburgh,Pennsylvania
190278,SPECIALISTS HOSPITAL SHREVEPORT,71101,Physician,No,Not Available,Shreveport,Louisiana
230110,SPECTRUM HEALTH LUDINGTON HOSPITAL,49431,Voluntary non-profit - Private,Yes,3,Ludington,Michigan
161378,MERCYONE DYERSVILLE MEDICAL CENTER,52040,Voluntary non-profit - Private,Yes,Not Available,Dyersville,Iowa
50028,MAD RIVER COMMUNITY HOSPITAL,95521,Proprietary,Yes,4,Arcata,California
230036,MIDMICHIGAN MEDICAL CENTER - ALPENA,49707,Proprietary,Yes,2,Alpena,Michigan
310069,INSPIRA MEDICAL CENTER ELMER,8318,Voluntary non-profit - Private,Yes,3,Elmer,NewJersey
460060,LONE PEAK HOSPITAL,84020,Proprietary,Yes,4,Draper,Utah
281324,NEMAHA COUNTY HOSPITAL,68305,Government - Local,Yes,Not Available,Auburn,Nebraska
501331,PULLMAN REGIONAL HOSPITAL,99163,Government - Hospital District or Authority,Yes,4,Pullman,Washington
370139,STILLWATER MEDICAL - PERRY,73077,Government - Hospital District or Authority,Yes,3,Perry,Oklahoma
140032,ST ANTHONYS MEMORIAL HOSPITAL,62401,Voluntary non-profit - Church,Yes,3,Effingham,Illinois
230072,HOLLAND COMMUNITY HOSPITAL,49423,Voluntary non-profit - Private,Yes,5,Holland,Michigan
140281,NORTHWESTERN MEMORIAL HOSPITAL,60611,Voluntary non-profit - Private,Yes,4,Chicago,Illinois
490001,NORTON COMMUNITY HOSPITAL,24273,Voluntary non-profit - Private,Yes,5,Norton,Virginia
451341,HASKELL MEMORIAL HOSPITAL,79521,Government - Hospital District or Authority,Yes,Not Available,Haskell,Texas
140124,JOHN H STROGER JR HOSPITAL,60612,Government - Local,Yes,1,Chicago,Illinois
361332,HIGHLAND DISTRICT HOSPITAL,45133,Government - Hospital District or Authority,Yes,3,Hillsboro,Ohio
51316,FAIRCHILD MEDICAL CENTER,96097,Voluntary non-profit - Other,Yes,2,Yreka,California
363303,AKRON CHILDREN'S HOSPITAL,44308,Voluntary non-profit - Private,No,Not Available,Akron,Ohio
30068,MT. GRAHAM REGIONAL MEDICAL CENTER,85546,Government - Hospital District or Authority,Yes,3,Safford,Arizona
261311,PERRY COUNTY MEMORIAL HOSPITAL,63775,Government - Local,Yes,4,Perryville,Missouri
670077,HOUSTON METHODIST WEST HOSPITAL,77094,Voluntary non-profit - Private,Yes,4,Houston,Texas
60104,CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,80023,Voluntary non-profit - Private,Yes,4,Westminster,Colorado
431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,57059,Government - Local,Yes,Not Available,Scotland,SouthDakota
364035,SUMMIT BEHAVIORAL HEALTHCARE,45237,Government - State,No,Not Available,Cincinnati,Ohio
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,41056,Proprietary,Yes,4,Maysville,Kentucky
161306,JONES REGIONAL MEDICAL CENTER,52205,Voluntary non-profit - Private,Yes,5,Anamosa,Iowa
451369,GOLDEN PLAINS COMMUNITY HOSPITAL,79007,Proprietary,Yes,Not Available,Borger,Texas
284009,DOUGLAS COUNTY HEALTH CENTER,68105,Government - Local,No,Not Available,Omaha,Nebraska
301308,VALLEY REGIONAL HOSPITAL,3743,Voluntary non-profit - Private,Yes,4,Claremont,NewHampshire
170105,MCPHERSON HOSPITAL,67460,Voluntary non-profit - Private,Yes,4,McPherson,Kansas
450090,NORTH TEXAS MEDICAL CENTER,76240,Government - Hospital District or Authority,Yes,2,Gainesville,Texas
110031,WELLSTAR SPALDING REGIONAL HOSPITAL,30223,Proprietary,Yes,2,Griffin,Georgia
110132,MEMORIAL HOSPITAL AND MANOR,39819,Government - Hospital District or Authority,Yes,3,Bainbridge,Georgia
340024,SAMPSON REGIONAL MEDICAL CENTER,28328,Government - Local,Yes,3,Clinton,NorthCarolina
360247,"WOODS AT PARKSIDE,THE",43230,Proprietary,No,Not Available,Columbus,Ohio
131313,TETON VALLEY HOSPITAL,83422,Voluntary non-profit - Private,Yes,Not Available,Driggs,Idaho
190118,DESOTO REGIONAL HEALTH SYSTEM,71052,Voluntary non-profit - Private,Yes,3,Mansfield,Louisiana
454141,PALMS BEHAVIORAL HEALTH,78550,Proprietary,No,Not Available,Harlingen,Texas
10099,D W MCMILLAN MEMORIAL HOSPITAL,36426,Government - Hospital District or Authority,Yes,3,Brewton,Alabama
240056,RIDGEVIEW MEDICAL CENTER,55387,Voluntary non-profit - Private,Yes,4,Waconia,Minnesota
261333,PIKE COUNTY MEMORIAL HOSPITAL,63353,Government - Local,Yes,3,Louisiana,Missouri
521343,STOUGHTON HOSPITAL,53589,Voluntary non-profit - Private,Yes,5,Stoughton,Wisconsin
261327,RAY COUNTY MEMORIAL HOSPITAL,64085,Government - Local,Yes,4,Richmond,Missouri
523300,CHILDRENS HOSPITAL OF WISCONSIN,53226,Voluntary non-profit - Other,Yes,Not Available,Milwaukee,Wisconsin
371322,BEAVER COUNTY MEMORIAL HOSPITAL,73932,Government - Hospital District or Authority,Yes,Not Available,Beaver,Oklahoma
351336,CHI ST ALEXIUS HEALTH DICKINSON,58601,Voluntary non-profit - Church,Yes,4,Dickinson,NorthDakota
50393,PIH HOSPITAL - DOWNEY,90241,Voluntary non-profit - Private,Yes,2,Downey,California
191314,MADISON PARISH HOSPITAL,71282,Government - Hospital District or Authority,Yes,Not Available,Tallulah,Louisiana
110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,31620,Proprietary,Yes,Not Available,Adel,Georgia
370026,ST MARY'S REGIONAL MEDICAL CENTER,73701,Proprietary,Yes,4,Enid,Oklahoma
50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,94589,Voluntary non-profit - Other,Yes,4,Vallejo,California
394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,17110,Proprietary,Yes,Not Available,Harrisburg,Pennsylvania
171300,GRISELL MEMORIAL HOSPITAL,67572,Government - Hospital District or Authority,Yes,Not Available,Ransom,Kansas
110095,TIFT REGIONAL MEDICAL CENTER,31793,Government - Hospital District or Authority,Yes,3,Tifton,Georgia
40050,OUACHITA COUNTY MEDICAL CENTER,71701,Voluntary non-profit - Private,Yes,4,Camden,Arkansas
361303,LODI COMMUNITY HOSPITAL,44254,Voluntary non-profit - Private,Yes,Not Available,Lodi,Ohio
360179,BETHESDA NORTH,45242,Voluntary non-profit - Church,Yes,3,Cincinnati,Ohio
240100,SANFORD BEMIDJI MEDICAL CENTER,56601,Voluntary non-profit - Private,Yes,2,Bemidji,Minnesota
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,23298,Government - Hospital District or Authority,Yes,3,Richmond,Virginia
180095,CRITTENDEN COMMUNITY HOSPITAL,42064,Government - Local,Yes,3,Marion,Kentucky
100166,DOCTORS HOSPITAL OF SARASOTA,34233,Proprietary,Yes,4,Sarasota,Florida
244017,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER,55904,Government - State,No,Not Available,Rochester,Minnesota
451335,MUENSTER MEMORIAL HOSPITAL,76252,Government - Hospital District or Authority,Yes,Not Available,Muenster,Texas
361327,COMMUNITY HOSPITALS AND WELLNESS CENTERS,43543,Voluntary non-profit - Private,Yes,Not Available,Montpelier,Ohio
30138,WESTERN REGIONAL MEDICAL CENTER,85338,Proprietary,No,Not Available,Goodyear,Arizona
240006,OLMSTED MEDICAL CENTER,55904,Voluntary non-profit - Private,Yes,5,Rochester,Minnesota
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,37662,Voluntary non-profit - Private,Yes,1,Kingsport,Tennessee
140001,GRAHAM HOSPITAL ASSOCIATION,61520,Voluntary non-profit - Private,Yes,4,Canton,Illinois
521311,OUR LADY OF VICTORY HOSPITAL,54768,Voluntary non-profit - Other,Yes,3,Stanley,Wisconsin
150018,ELKHART GENERAL HOSPITAL,46514,Government - Local,Yes,4,Elkhart,Indiana
241304,SANFORD WHEATON MEDICAL CENTER,56296,Voluntary non-profit - Private,Yes,Not Available,Wheaton,Minnesota
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,23847,Proprietary,Yes,4,Emporia,Virginia
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,38655,Voluntary non-profit - Private,Yes,4,Oxford,Mississippi
210005,FREDERICK HEALTH HOSPITAL,21701,Voluntary non-profit - Private,Yes,2,Frederick,Maryland
370097,SOUTHWESTERN MEDICAL CENTER,73505,Proprietary,Yes,3,Lawton,Oklahoma
230254,CRITTENTON HOSPITAL MEDICAL CENTER,48307,Voluntary non-profit - Private,Yes,3,Rochester,Michigan
230096,STURGIS HOSPITAL,49091,Government - Local,Yes,3,Sturgis,Michigan
450152,ADVENTHEALTH CENTRAL TEXAS,76542,Voluntary non-profit - Church,Yes,4,Killeen,Texas
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,60657,Voluntary non-profit - Church,Yes,3,Chicago,Illinois
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,92503,Voluntary non-profit - Private,Yes,1,Riverside,California
13300,THE CHILDREN'S HOSPITAL OF ALABAMA,35233,Voluntary non-profit - Private,Yes,Not Available,Birmingham,Alabama
360072,FAIRFIELD MEDICAL CENTER,43130,Voluntary non-profit - Other,Yes,4,Lancaster,Ohio
30094,ARROWHEAD HOSPITAL,85308,Proprietary,Yes,2,Glendale,Arizona
241344,LIFECARE MEDICAL CENTER,56751,Voluntary non-profit - Private,Yes,Not Available,Roseau,Minnesota
64001,COLORADO MENTAL HEALTH INSTITUTE AT PUEBLO-PSYCH,81003,Government - State,Yes,Not Available,Pueblo,Colorado
51308,SURPRISE VALLEY COMMUNITY HOSPITAL,96104,Government - Hospital District or Authority,Yes,Not Available,Cedarville,California
454014,KERRVILLE STATE HOSP,78028,Government - State,No,Not Available,Kerrville,Texas
364054,GENERATIONS BEHAVIORAL HEALTH - GENEVA,44041,Proprietary,No,Not Available,Geneva,Ohio
194073,OCEANS HOSPITAL OF BROUSSARD,70518,Proprietary,No,Not Available,Broussard,Louisiana
230269,"BEAUMONT HOSPITAL, TROY",48085,Voluntary non-profit - Private,Yes,5,Troy,Michigan
230078,LAKELAND HOSPITAL WATERVLIET,49098,Voluntary non-profit - Private,No,Not Available,Watervliet,Michigan
320022,PLAINS REGIONAL MEDICAL CENTER,88101,Government - Federal,Yes,3,Clovis,NewMexico
241355,GLENCOE REGIONAL HEALTH SERVICES,55336,Voluntary non-profit - Other,Yes,4,Glencoe,Minnesota
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,84107,Voluntary non-profit - Private,No,Not Available,Murray,Utah
200037,FRANKLIN MEMORIAL HOSPITAL,4938,Voluntary non-profit - Private,Yes,4,Farmington,Maine
511313,BOONE MEMORIAL HOSPITAL,25130,Government - Local,Yes,4,Madison,WestVirginia
340051,WATAUGA MEDICAL CENTER,28607,Government - Local,Yes,5,Boone,NorthCarolina
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,37075,Proprietary,Yes,4,Hendersonville,Tennessee
100125,HOMESTEAD HOSPITAL,33033,Voluntary non-profit - Private,Yes,2,Homestead,Florida
260052,MERCY HOSPITAL WASHINGTON,63090,Voluntary non-profit - Private,Yes,4,Washington,Missouri
453311,SHRINERS HOSPITALS FOR CHILDREN,77550,Voluntary non-profit - Private,No,Not Available,Galveston,Texas
520202,ASCENSION ST CLARES HOSPITAL,54476,Voluntary non-profit - Private,Yes,3,Weston,Wisconsin
524008,MENDOTA MENTAL HEALTH INSTITUTE,53704,Government - State,No,Not Available,Madison,Wisconsin
494029,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,24354,Government - State,No,Not Available,Marion,Virginia
30119,MERCY GILBERT MEDICAL CENTER,85297,Voluntary non-profit - Church,Yes,4,Gilbert,Arizona
21308,NORTON SOUND REGIONAL HOSPITAL,99762,Tribal,Yes,Not Available,Nome,Alaska
431309,COMMUNITY MEMORIAL HOSPITAL,57523,Voluntary non-profit - Private,Yes,Not Available,Burke,SouthDakota
60004,PLATTE VALLEY MEDICAL CENTER,80601,Voluntary non-profit - Private,Yes,4,Brighton,Colorado
171344,WILSON MEDICAL CENTER,66757,Government - Local,Yes,4,Neodesha,Kansas
361316,BUCYRUS COMMUNITY HOSPITAL,44820,Voluntary non-profit - Other,Yes,3,Bucyrus,Ohio
241372,MADISON HOSPITAL,56256,Voluntary non-profit - Private,Yes,Not Available,Madison,Minnesota
450498,STEPHENS MEMORIAL HOSPITAL,76424,Government - Hospital District or Authority,Yes,4,Breckenridge,Texas
140058,PASSAVANT AREA HOSPITAL,62650,Voluntary non-profit - Private,Yes,4,Jacksonville,Illinois
241309,ESSENTIA HEALTH SANDSTONE,55072,Voluntary non-profit - Private,Yes,Not Available,Sandstone,Minnesota
40010,MERCY HOSPITAL NORTHWEST ARKANSAS,72758,Voluntary non-profit - Church,Yes,5,Rogers,Arkansas
444010,"PATHWAYS OF TENNESSEE, INC",38301,Voluntary non-profit - Private,No,Not Available,Jackson,Tennessee
210009,"JOHNS HOPKINS HOSPITAL, THE",21287,Voluntary non-profit - Private,Yes,3,Baltimore,Maryland
330047,ST MARY'S HEALTHCARE,12010,Voluntary non-profit - Private,Yes,3,Amsterdam,NewYork
194082,JENNINGS SENIOR CARE HOSPITAL,70546,Proprietary,Yes,Not Available,Jennings,Louisiana
220031,BOSTON MEDICAL CENTER,2118,Voluntary non-profit - Private,Yes,4,Boston,Massachusetts
251305,LAWRENCE COUNTY HOSPITAL CAH,39654,Government - Local,Yes,3,Monticello,Mississippi
371301,PRAGUE COMMUNITY HOSPITAL,74864,Voluntary non-profit - Other,Yes,Not Available,Prague,Oklahoma
520044,ST NICHOLAS HOSPITAL,53081,Voluntary non-profit - Private,Yes,3,Sheboygan,Wisconsin
180088,"NORTON HOSPITALS, INC",40202,Voluntary non-profit - Private,Yes,3,Louisville,Kentucky
70017,MIDSTATE MEDICAL CENTER,6450,Voluntary non-profit - Private,Yes,4,Meriden,Connecticut
360107,BELLEVUE HOSPITAL,44811,Voluntary non-profit - Other,No,4,Bellevue,Ohio
240001,NORTH MEMORIAL HEALTH,55422,Voluntary non-profit - Private,Yes,3,Robbinsdale,Minnesota
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",37404,Voluntary non-profit - Church,Yes,4,Chattanooga,Tennessee
110168,REDMOND REGIONAL MEDICAL CENTER,30165,Proprietary,Yes,4,Rome,Georgia
103304,NEMOURS CHILDREN'S HOSPITAL,32827,Voluntary non-profit - Private,Yes,Not Available,Orlando,Florida
50254,MARSHALL MEDICAL CENTER,95667,Voluntary non-profit - Private,Yes,3,Placerville,California
364059,ASSURANCE HEALTH HUDSON LLC,44236,Proprietary,No,Not Available,Hudson,Ohio
360041,PARMA COMMUNITY GENERAL HOSPITAL,44129,Voluntary non-profit - Private,No,3,Parma,Ohio
371318,FAIRFAX COMMUNITY HOSPITAL,74637,Voluntary non-profit - Other,Yes,Not Available,Fairfax,Oklahoma
281340,DUNDY COUNTY HOSPITAL,69021,Government - Local,Yes,Not Available,Benkelman,Nebraska
61306,LINCOLN COMMUNITY HOSPITAL,80821,Voluntary non-profit - Other,Yes,Not Available,Hugo,Colorado
453304,TEXAS CHILDRENS HOSP,77030,Voluntary non-profit - Private,Yes,Not Available,Houston,Texas
670118,FIRST TEXAS HOSPITAL,77070,Proprietary,Yes,Not Available,Houston,Texas
194098,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS,70065,Proprietary,No,Not Available,Kenner,Louisiana
50140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,92335,Voluntary non-profit - Private,Yes,2,Fontana,California
221303,ATHOL MEMORIAL HOSPITAL,1331,Voluntary non-profit - Private,Yes,3,Athol,Massachusetts
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,46506,Proprietary,No,Not Available,Bremen,Indiana
100314,WEST KENDALL BAPTIST HOSPITAL,33196,Voluntary non-profit - Private,Yes,4,Miami,Florida
370171,CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,74464,Voluntary non-profit - Other,Yes,4,Tahlequah,Oklahoma
100329,OVIEDO MEDICAL CENTER,32765,Proprietary,Yes,4,Oviedo,Florida
230019,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI",48075,Voluntary non-profit - Church,Yes,5,Southfield,Michigan
181320,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",42078,Voluntary non-profit - Private,Yes,3,Salem,Kentucky
220116,TUFTS MEDICAL CENTER,2111,Voluntary non-profit - Private,Yes,2,Boston,Massachusetts
150082,DEACONESS HOSPITAL INC,47747,Voluntary non-profit - Private,Yes,3,Evansville,Indiana
160030,MARY GREELEY MEDICAL CENTER,50010,Voluntary non-profit - Private,Yes,5,Ames,Iowa
230053,HENRY FORD HOSPITAL,48202,Voluntary non-profit - Private,Yes,2,Detroit,Michigan
351316,PRESENTATION MEDICAL CENTER,58367,Voluntary non-profit - Private,Yes,Not Available,Rolla,NorthDakota
151310,"PARKVIEW WABASH HOSPITAL, INC",46992,Voluntary non-profit - Private,Yes,4,Wabash,Indiana
50122,DAMERON HOSPITAL,95203,Voluntary non-profit - Other,Yes,3,Stockton,California
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,92227,Government - Hospital District or Authority,Yes,1,Brawley,California
10158,RUSSELLVILLE HOSPITAL,35653,Proprietary,Yes,4,Russellville,Alabama
50744,ANAHEIM GLOBAL MEDICAL CENTER,92805,Proprietary,No,2,Anaheim,California
10016,SHELBY BAPTIST MEDICAL CENTER,35007,Voluntary non-profit - Private,Yes,2,Alabaster,Alabama
170027,PRATT REGIONAL MEDICAL CENTER,67124,Proprietary,Yes,4,Pratt,Kansas
260024,TEXAS COUNTY MEMORIAL HOSPITAL,65483,Voluntary non-profit - Other,Yes,2,Houston,Missouri
530006,SHERIDAN MEMORIAL HOSPITAL,82801,Government - Local,Yes,4,Sheridan,Wyoming
420009,PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,29672,Voluntary non-profit - Private,Yes,4,Seneca,SouthCarolina
111304,MORGAN MEDICAL CENTER,30650,Government - Hospital District or Authority,Yes,Not Available,Madison,Georgia
40076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,72104,Voluntary non-profit - Private,Yes,4,Malvern,Arkansas
450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,75034,Proprietary,Yes,4,Frisco,Texas
200031,CARY MEDICAL CENTER,4736,Government - Local,Yes,3,Caribou,Maine
271345,CENTRAL MONTANA MEDICAL CENTER,59457,Voluntary non-profit - Private,Yes,3,Lewistown,Montana
171308,MERCY HOSPITAL COLUMBUS,66725,Voluntary non-profit - Church,Yes,Not Available,Columbus,Kansas
370054,GRADY MEMORIAL HOSPITAL,73018,Government - Hospital District or Authority,Yes,4,Chickasha,Oklahoma
500053,TRIOS HEALTH,99336,Government - Hospital District or Authority,Yes,3,Kennewick,Washington
100084,UF HEALTH LEESBURG HOSPITAL,34748,Voluntary non-profit - Private,Yes,2,Leesburg,Florida
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,36535,Proprietary,Yes,5,Foley,Alabama
54077,AURORA VISTA DEL MAR HOSPITAL,93001,Proprietary,No,Not Available,Ventura,California
110006,ST MARY'S HOSPITAL,30606,Voluntary non-profit - Private,Yes,3,Athens,Georgia
171339,GREENWOOD COUNTY HOSPITAL,67045,Government - Local,Yes,3,Eureka,Kansas
520021,UNITED HOSPITAL SYSTEM,53143,Government - Local,Yes,3,Kenosha,Wisconsin
50295,MERCY HOSPITAL,93301,Voluntary non-profit - Other,Yes,1,Bakersfield,California
280081,CHI HEALTH IMMANUEL,68122,Voluntary non-profit - Private,Yes,4,Omaha,Nebraska
451363,JACKSON HEALTHCARE CENTER,77957,Government - Hospital District or Authority,Yes,Not Available,Edna,Texas
360013,WILSON MEMORIAL HOSPITAL,45365,Voluntary non-profit - Private,Yes,3,Sidney,Ohio
20006,MAT-SU REGIONAL MEDICAL CENTER,99645,Voluntary non-profit - Other,Yes,3,Palmer,Alaska
51321,HEALDSBURG DISTRICT HOSPITAL,95448,Government - Hospital District or Authority,Yes,4,Healdsburg,California
50007,PENINSULA MEDICAL CENTER,94010,Voluntary non-profit - Private,Yes,5,Burlingame,California
110191,PIEDMONT HENRY HOSPITAL,30281,Government - Hospital District or Authority,Yes,2,Stockbridge,Georgia
440072,DYERSBURG REGIONAL MEDICAL CENTER,38024,Proprietary,Yes,2,Dyersburg,Tennessee
231308,MUNISING MEMORIAL HOSPITAL,49862,Voluntary non-profit - Private,Yes,Not Available,Munising,Michigan
41311,HOWARD MEMORIAL HOSPITAL,71852,Voluntary non-profit - Private,Yes,4,Nashville,Arkansas
444023,OAK HILLS BEHAVIORAL CENTER,38305,Proprietary,No,Not Available,Jackson,Tennessee
330111,BERTRAND CHAFFEE HOSPITAL,14141,Voluntary non-profit - Church,Yes,2,Springville,NewYork
360210,GRADY MEMORIAL HOSPITAL,43015,Voluntary non-profit - Private,Yes,4,Delaware,Ohio
34027,CHANGEPOINT PSYCHIATRIC HOSPITAL,85929,Voluntary non-profit - Private,Yes,Not Available,Lakeside,Arizona
460010,INTERMOUNTAIN MEDICAL CENTER,84107,Voluntary non-profit - Private,Yes,5,Murray,Utah
